municipality,tot_pob,high,professionals,europeans,nse_municip,NumCompanies_10S,NumNewCompanies_10S,NumCompanies_ML_10S,NumCompanies_HP_10S,Banks_BBVA,banks_Bankinter,banks_CaixaBank,banks_Sabadell,banks_Santander,banks_total,municipality_name,high_ratio,professionals_ratio,europeans_ratio,growth_rate_10S,companies_size_ratio_10S,companies_profit_ratio_10S,province,high_score,high_ratio_score,professionals_score,professionals_ratio_score,europeans_score,europeans_ratio_score,NumCompanies_10S_score,NumNewCompanies_10S_score,growth_rate_10S_score,NumCompanies_ML_10S_score,companies_size_ratio_10S_score,NumCompanies_HP_10S_score,companies_profit_ratio_10S_score,banks_total_score,sociodemo_Score,Business_Score,Competitor_Score,sociodemo_Score_norm,Business_Score_norm,Competitor_Score_norm,hdbscan_cluster,Zone_Score
17001,903,62.3687033975505,291.22021660649807,759,4.45171339563863,35.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,Agullana,0.06906833155874917,0.3225030084235859,0.840531561461794,0.0,0.02857142857142857,0.05714285714285714,Cataluña,6.417279853286042,87.1612169729334,2.6772302232993437,19.418675104669134,2.671410331106127,27.573215382510213,0.2112709980662166,0.0,0.0,0.27352297592997854,35.5320699708455,0.26007802340702374,45.714285714285715,20.0,23.302986743129946,30.678228515603834,80.0,0.32815027473715974,0.1747976594297445,0.8,2,0.3063265703751069
17006,1717,136.49193892560433,947.6101265822784,1543,4.63993453355156,216.0,14.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,Alp,0.07949443152335721,0.5518987341772151,0.8986604542807222,0.06481481481481481,0.0,0.018518518518518517,Cataluña,14.15531145281545,100.0,10.138366691135154,94.31190679793515,5.9109860458581815,57.214787821034626,1.4568752537660605,1.915708812260537,68.57396916744098,0.0,0.0,0.5201560468140475,14.814814814814813,40.0,43.900849079233296,17.164929768266077,60.0,0.6205999517058116,0.09780191663422717,0.6,-1,0.38328084075301744
17007,2422,124.59054951003016,772.5526544821587,2160,4.26733780760626,81.0,2.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,Amer,0.05144118476879858,0.31897302001740657,0.8918249380677127,0.024691358024691357,0.06172839506172839,0.12345679012345678,Cataluña,12.912876112264742,63.853079880124895,8.148501110932152,18.266202717879903,8.460499076473,53.72916407771344,0.5278334055921438,0.273672687465791,26.123416825691802,1.3676148796498926,76.76681783824645,1.3003901170351186,98.76543209876543,20.0,20.814496951853883,72.17324197652944,80.0,0.29281854838015425,0.41122693132483895,0.8,2,0.39682046586724695
17008,5682,308.6978549116003,1728.3000219694177,4530,4.469074370941292,525.0,9.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,Anglès,0.054329083933755774,0.30417107039236496,0.7972544878563886,0.017142857142857144,0.011428571428571429,0.005714285714285714,Cataluña,32.13260035598552,67.67170977236613,19.01241207181268,13.433654774197237,18.25360423458827,5.505007130240452,3.583348817364137,1.2315270935960596,18.13711511040888,1.641137855579871,14.2128279883382,0.3901170351105356,4.571428571428571,40.0,26.60952629244359,14.378417068459651,60.0,0.37509672031010266,0.08192499278741247,0.6,4,0.2656597708938818
17009,6474,245.12088672406608,2464.709379269648,4986,4.299357263007653,861.0,30.0,12.0,24.0,1.0,0.0,1.0,1.0,0.0,3.0,Arbúcies,0.03786235507013687,0.3807088939248761,0.7701575532900834,0.03484320557491289,0.013937282229965157,0.027874564459930314,Cataluña,25.495537290231717,45.89797756278644,27.383123789808185,38.42176182059882,20.13784725235222,0.0,5.895630750596996,4.105090311986865,36.86405510245708,3.282275711159742,17.332717058949022,3.1209362808842847,22.299651567944252,60.0,27.593711603343053,25.64694231471975,40.0,0.3890702420063492,0.14613052008079574,0.4,3,0.2808403429392152
17011,1043,51.14327432833142,437.38709677419354,871,4.3899721448468,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"Armentera, L'",0.04903477883828516,0.41935483870967744,0.835091083413231,0.03125,0.0,0.03125,Cataluña,5.245410813340831,60.67112196046139,4.338698541801101,51.03890927295278,3.1342068617849916,24.79896119743533,0.19062562366235178,0.1368363437328955,33.06244942001619,0.0,0.0,0.13003901170351187,25.0,20.0,24.425846334393867,11.665864955090521,80.0,0.34409270213025434,0.06646947975943676,0.8,2,0.264752981850361
17013,4177,395.2506993979418,1827.8018468403457,3572,4.974487252538443,640.0,24.0,4.0,30.0,0.0,0.0,1.0,1.0,0.0,2.0,Begur,0.09462549662387881,0.43758722691892404,0.8551592051711755,0.0375,0.00625,0.046875,Cataluña,41.16821032218811,100.0,20.143442093569238,56.99142852757571,14.295041052531548,35.03226611597562,4.374754836178955,3.2840722495894923,39.67493930401943,1.0940919037199142,7.772640306122454,3.9011703511053555,37.5,40.0,43.831648029700844,22.19207570684828,60.0,0.6196174310805433,0.12644546569798637,0.6,-1,0.39572830355033833
17015,20187,1980.4516385434947,6553.8776804870895,16386,4.815172008316774,12048.0,324.0,372.0,624.0,1.0,0.0,2.0,1.0,1.0,5.0,Banyoles,0.0981052973965173,0.32465832865146327,0.8117105067617774,0.026892430278884463,0.030876494023904383,0.05179282868525897,Cataluña,100.0,100.0,73.8644030898776,20.122345134567446,67.24392269645098,12.876541504575354,82.88223190260891,44.33497536945815,28.45214770806174,100.0,38.39870111391172,81.1443433029914,41.43426294820717,100.0,58.95969174624137,122.11236653409073,0.0,0.8344062973171782,0.6957688527135607,0.0,0,0.6885788175138325
17016,1034,46.635427283115554,440.7888446215141,918,4.16020671834625,50.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Bàscara,0.04510196062196862,0.42629482071713165,0.8878143133462283,0.02,0.0,0.02,Cataluña,4.774817987309596,55.47080978065584,4.37736596269269,53.30467808239252,3.328416120194873,51.68403269054025,0.3144978700855407,0.1368363437328955,21.159967628810364,0.0,0.0,0.13003901170351187,16.0,20.0,23.763097225279374,7.485368596849355,80.0,0.3346829507828016,0.04264994994846835,0.8,2,0.2497998053290715
17019,2480,65.52223552029737,686.6773675762446,2187,4.14521112255407,186.0,5.0,5.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,Besalú,0.026420256258184425,0.2768860353130019,0.8818548387096774,0.026881720430107527,0.026881720430107527,0.053763440860215055,Cataluña,6.7464901345440795,30.76824551275927,7.1723629572496534,4.525622825283293,8.572066097261656,48.64512741351851,1.2504215097274123,0.6841817186644775,28.44081670539027,1.3676148796498926,33.43071099407507,1.3003901170351186,43.01075268817204,40.0,10.018915253709196,35.566223770087355,60.0,0.13954223607189517,0.20264835913207055,0.6,4,0.21398576784178458
