municipality,tot_pob,high,professionals,europeans,nse_municip,NumCompanies_10S,NumNewCompanies_10S,NumCompanies_ML_10S,NumCompanies_HP_10S,Banks_BBVA,banks_Bankinter,banks_CaixaBank,banks_Sabadell,banks_Santander,banks_total,municipality_name,high_ratio,professionals_ratio,europeans_ratio,growth_rate_10S,companies_size_ratio_10S,companies_profit_ratio_10S,province
25111,132,2.00597014925373,90.62686567164184,127,3.54545454545455,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Guixers,0.0151967435549525,0.6865671641791048,0.9621212121212122,0.0,0.0,0.16666666666666666,Cataluña
25112,327,1.98802395209581,167.41616766467075,296,3.60431654676259,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ivars de Noguera,0.006079583951363333,0.5119760479041919,0.9051987767584098,0.0,0.0,0.0,Cataluña
25113,1560,17.901183092287,639.5288435586006,1320,3.8112280335106865,88.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,Ivars d'Urgell,0.01147511736685064,0.4099543868965388,0.8461538461538461,0.022727272727272728,0.0,0.09090909090909091,Cataluña
25114,100,3.18956043956044,45.19230769230766,97,3.88095238095238,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ivorra,0.031895604395604404,0.4519230769230766,0.97,0.0,0.0,0.0,Cataluña
25115,1057,5.06507204240918,593.3307163886166,926,3.61214953271028,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Isona i Conca Dellà,0.004791931922809064,0.5613346418056921,0.8760643330179754,0.041666666666666664,0.0,0.0,Cataluña
25118,401,5.148558937823839,241.0155440414508,355,3.4937499999999995,21.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Juncosa,0.012839299096817554,0.6010362694300518,0.885286783042394,0.09523809523809523,0.0,0.0,Cataluña
25119,3558,16.02938061268854,1490.6121955156182,2698,3.582223480320321,264.0,4.0,8.0,16.0,1.0,0.0,1.0,0.0,0.0,2.0,Juneda,0.0045051659956966104,0.4189466541640298,0.7582911748173131,0.015151515151515152,0.030303030303030304,0.06060606060606061,Cataluña
25120,140797,7840.573002987172,47333.22675938453,113157,4.154387406906835,52137.0,2181.0,585.0,1450.0,8.0,1.0,9.0,7.0,7.0,32.0,Lleida,0.05568707431967423,0.3361806484469451,0.8036889990553776,0.04183209620806721,0.0112204384602106,0.02781134319197499,Cataluña
25121,970,71.30557691075657,453.2135306553912,776,4.36111111111111,130.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,Les,0.0735109040317078,0.4672304439746301,0.8,0.05384615384615385,0.015384615384615385,0.023076923076923078,Cataluña
25122,2723,25.9171982477441,1042.1994188861995,2326,3.6933261158365127,190.0,10.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Linyola,0.009517884042506097,0.38273941200374567,0.8542049210429673,0.05263157894736842,0.0,0.010526315789473684,Cataluña
25123,254,1.0304347826087,111.53913043478248,246,3.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lladorre,0.004056829852790158,0.43913043478260816,0.968503937007874,0.0,0.0,0.0,Cataluña
25124,190,1.00890663390663,136.02272727272722,189,3.51351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lladurs,0.0053100349152980526,0.7159090909090906,0.9947368421052631,0.0,0.0,0.0,Cataluña
25125,421,4.922394678492238,214.70066518847017,404,3.59574468085106,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Llardecans,0.01169214888002907,0.509977827050998,0.9596199524940617,0.0,0.09090909090909091,0.09090909090909091,Cataluña
25126,343,4.848356879606876,150.0625,315,3.81081081081081,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Llavorsí,0.01413515125249818,0.4375,0.9183673469387755,0.04,0.0,0.0,Cataluña
25127,286,6.34275486613469,143.56521739130417,278,3.95283018867925,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lles de Cerdanya,0.02217746456690451,0.5019762845849797,0.972027972027972,0.045454545454545456,0.0,0.0,Cataluña
25128,146,0.990390050876201,67.46206896551723,141,3.37704918032787,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Llimiana,0.0067834934991520615,0.4620689655172413,0.9657534246575342,0.0,0.125,0.125,Cataluña
25129,202,0.987341772151899,114.96808510638296,202,3.49367088607595,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llobera,0.004887830555207421,0.5691489361702127,1.0,0.1,0.0,0.0,Cataluña
25130,234,1.03181818181818,109.55454545454556,219,3.30769230769231,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Maldà,0.004409479409479402,0.46818181818181864,0.9358974358974359,0.037037037037037035,0.0,0.037037037037037035,Cataluña
25131,589,3.02376970855232,275.7859531772573,438,3.17460317460317,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Massalcoreig,0.005133734649494601,0.46822742474916346,0.7436332767402377,0.0,0.0,0.125,Cataluña
25132,220,0.961906661348225,65.59633027522933,174,3.30434782608696,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Massoteres,0.004372303006128295,0.2981651376146788,0.7909090909090909,0.04,0.0,0.0,Cataluña
25133,911,8.823279454832171,504.0206521739128,736,3.42746113989637,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Maials,0.009685268336808092,0.5532608695652171,0.8079034028540066,0.04,0.04,0.0,Cataluña
25134,774,12.03238323847115,327.46153846153834,679,3.66765578635015,24.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Menàrguens,0.015545714778386498,0.4230769230769229,0.8772609819121447,0.0,0.041666666666666664,0.041666666666666664,Cataluña
25135,1364,23.37090430107944,620.9178386380461,1218,3.57671957671958,62.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Miralcamp,0.01713409406237496,0.45521835677276107,0.8929618768328446,0.016129032258064516,0.016129032258064516,0.0,Cataluña
25136,99,0.0,65.69158878504672,97,3.31818181818182,41.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Molsosa, La",0.0,0.6635514018691587,0.9797979797979798,0.024390243902439025,0.04878048780487805,0.024390243902439025,Cataluña
25137,14730,284.1331680289507,5343.548860296577,10814,3.802676176299701,3738.0,102.0,102.0,192.0,1.0,0.0,1.0,1.0,1.0,4.0,Mollerussa,0.01928942077589618,0.3627663856277377,0.7341479972844535,0.027287319422150885,0.027287319422150885,0.051364365971107544,Cataluña
25138,647,5.08532319391635,318.84159999999997,627,3.5361216730038,23.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Montgai,0.007859850376995905,0.49279999999999996,0.9690880989180835,0.08695652173913043,0.043478260869565216,0.043478260869565216,Cataluña
25139,615,13.86079305173529,229.4300518134714,580,3.79012345679012,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Montellà i Martinet,0.02253787488087039,0.3730569948186527,0.943089430894309,0.0,0.0,0.0,Cataluña
25140,1083,8.877971075800442,435.90489913544707,1007,3.69724770642202,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montferrer i Castellbò,0.008197572553832357,0.4024975984630167,0.9298245614035088,0.0,0.0,0.0,Cataluña
25141,180,2.08938547486034,80.44692737430182,168,3.45945945945946,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montoliu de Segarra,0.011607697082557444,0.4469273743016768,0.9333333333333333,0.08333333333333333,0.0,0.0,Cataluña
25142,494,2.93428101152177,246.49488752556235,438,3.40975609756098,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montoliu de Lleida,0.005939840104295081,0.4989775051124744,0.8866396761133604,0.0,0.0,0.0,Cataluña
25143,92,2.81302325581395,33.120000000000005,91,3.69767441860465,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montornès de Segarra,0.03057633973710815,0.36000000000000004,0.9891304347826086,0.05,0.0,0.0,Cataluña
25145,95,1.96007259528131,38.21839080459776,88,3.39473684210526,23.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Nalec,0.020632343108224316,0.40229885057471326,0.9263157894736842,0.0,0.043478260869565216,0.08695652173913043,Cataluña
25146,305,1.99418886198547,171.01785714285728,300,3.53389830508475,75.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Navès,0.006538324137657279,0.5607142857142862,0.9836065573770492,0.02666666666666667,0.013333333333333334,0.0,Cataluña
25148,252,2.07228915662651,138.65060240963854,238,3.60576923076923,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Odèn,0.008223369669152818,0.5502008032128514,0.9444444444444444,0.05263157894736842,0.0,0.0,Cataluña
25149,1849,20.203655580547263,626.2082872928181,1591,3.6429512516469,79.0,3.0,5.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,Oliana,0.010926801287478239,0.3386740331491715,0.8604651162790697,0.0379746835443038,0.06329113924050633,0.12658227848101267,Cataluña
25150,196,0.0,113.42131979695422,187,3.36585365853659,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oliola,0.0,0.5786802030456848,0.9540816326530612,0.16666666666666666,0.16666666666666666,0.0,Cataluña
25151,985,37.35179256580068,478.51419878296144,966,4.2144578313253,498.0,15.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Olius,0.03792060158964536,0.4858012170385395,0.9807106598984772,0.030120481927710843,0.012048192771084338,0.0321285140562249,Cataluña
25152,166,4.03729683490163,76.53892215568854,163,3.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oluges, Les",0.024321065270491746,0.4610778443113767,0.9819277108433735,0.0,0.0,0.0,Cataluña
25153,198,0.976303317535545,96.65402843601892,196,3.28409090909091,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Omellons, Els",0.004930824836038106,0.48815165876777233,0.98989898989899,0.0,0.0,0.0,Cataluña
25154,127,0.974323386537127,65.92366412213734,125,3.21818181818182,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Omells de na Gaia, Els",0.007671837689268717,0.5190839694656484,0.984251968503937,0.0,0.0,0.0,Cataluña
25155,796,3.9096876555500257,362.46428571428567,707,3.53353658536585,33.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Organyà,0.004911667908982445,0.4553571428571428,0.8881909547738693,0.030303030303030304,0.0,0.06060606060606061,Cataluña
25156,1046,27.2754228721612,531.4185110663994,994,3.86842105263158,35.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Os de Balaguer,0.026075930088108223,0.5080482897384316,0.9502868068833652,0.11428571428571428,0.02857142857142857,0.0,Cataluña
25157,193,10.946078431372548,108.79901960784316,188,4.12941176470588,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ossó de Sió,0.05671543228690439,0.5637254901960785,0.9740932642487047,0.0,0.0,0.0,Cataluña
25158,2191,16.902857142857172,1045.934441366574,2000,3.48228571428571,85.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,"Palau d'Anglesola, El",0.007714676925083146,0.47737765466297305,0.9128251939753537,0.08235294117647059,0.03529411764705882,0.058823529411764705,Cataluña
25161,427,9.75256322624744,185.91866028708145,402,3.75428571428571,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conca de Dalt,0.02283972652516965,0.4354066985645936,0.9414519906323185,0.0,0.0,0.0,Cataluña
25163,278,4.7679755226925,137.4264150943394,276,3.7027027027027,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Coma i la Pedra, La",0.01715099108882194,0.49433962264150866,0.9928057553956835,0.25,0.0,0.0,Cataluña
25164,430,19.93847009220223,170.28761061946906,399,3.9738219895287994,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Penelles,0.046368535098144724,0.3960176991150443,0.9279069767441861,0.05,0.0,0.0,Cataluña
25165,348,1.97260273972603,138.39769452449576,310,3.43150684931507,79.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Peramola,0.005668398677373649,0.3976945244956775,0.8908045977011494,0.0379746835443038,0.06329113924050633,0.12658227848101267,Cataluña
25166,190,1.90702380952381,124.45,184,3.69047619047619,75.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinell de Solsonès,0.010036967418546369,0.655,0.968421052631579,0.02666666666666667,0.013333333333333334,0.0,Cataluña
25167,291,1.97642276422764,186.56445993031363,278,3.56666666666667,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinós,0.006791830804905979,0.6411149825783974,0.9553264604810997,0.0,0.1111111111111111,0.0,Cataluña
25168,667,29.76327957724019,291.2978395061728,586,4.13284132841328,28.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"Poal, El",0.04462260806182937,0.43672839506172834,0.8785607196401799,0.03571428571428571,0.07142857142857142,0.10714285714285714,Cataluña
25169,209,2.93147905759162,84.2565445026178,203,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pobla de Cérvoles, La",0.014026215586562774,0.4031413612565445,0.9712918660287081,0.0,0.0,0.0,Cataluña
25170,288,2.950413223140495,177.616724738676,277,3.45454545454545,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bellaguarda,0.01024449035812672,0.6167247386759583,0.9618055555555556,0.027777777777777776,0.0,0.027777777777777776,Cataluña
25171,3055,85.33434627874547,1114.1736487002208,2514,3.867954407713097,138.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,"Pobla de Segur, La",0.027932682906299664,0.3647049586580101,0.8229132569558102,0.0,0.007246376811594203,0.007246376811594203,Cataluña
25172,2661,45.402604078933535,1110.6711318059631,2140,3.729926763543567,106.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,Ponts,0.017062233776374874,0.417388625255905,0.8042089440060127,0.018867924528301886,0.018867924528301886,0.04716981132075472,Cataluña
25173,2336,44.43577017087018,922.0569377376014,2046,3.9444028853432576,105.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"Pont de Suert, El",0.019022161888214973,0.39471615485342526,0.8758561643835616,0.02857142857142857,0.01904761904761905,0.009523809523809525,Cataluña
25174,718,6.10348286581839,275.1675824175825,522,3.68421052631579,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Portella, La",0.008500672515067396,0.3832417582417583,0.7270194986072424,0.0,0.0,0.0,Cataluña
25175,260,20.829871851524533,181.6438356164383,247,4.61290322580645,34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Prats i Sansor,0.08011489173663282,0.6986301369863012,0.95,0.058823529411764705,0.0,0.058823529411764705,Cataluña
25176,404,0.998951359199806,162.64935064935048,369,3.06832298136646,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Preixana,0.0024726518792074405,0.4025974025974022,0.9133663366336634,0.0,0.0,0.0,Cataluña
25177,422,1.92449355432781,186.5787037037038,413,3.22099447513812,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Preixens,0.004560411266179645,0.44212962962962987,0.9786729857819905,0.0,0.0,0.1,Cataluña
25179,264,6.777881911902534,149.7142857142855,237,3.90721649484536,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prullans,0.025673795120842932,0.5670995670995662,0.8977272727272727,0.0,0.0,0.0,Cataluña
25180,257,1.98005698005698,108.01449275362305,247,3.56410256410256,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Puiggròs,0.007704501867925992,0.4202898550724632,0.9610894941634242,0.0,0.0,0.0,Cataluña
25181,253,1.7792926516401,94.25490196078424,188,3.4392523364486,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Puigverd d'Agramunt,0.007032777279209881,0.3725490196078428,0.7430830039525692,0.0,0.0,0.0,Cataluña
25182,1398,21.748339483394805,602.532841328413,1293,3.74647887323944,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Puigverd de Lleida,0.015556752134044925,0.43099630996309946,0.924892703862661,0.0,0.027777777777777776,0.0,Cataluña
25183,675,12.560980288978024,294.0998487140695,633,3.78260869565217,38.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Rialp,0.01860885968737485,0.4357034795763992,0.9377777777777778,0.02631578947368421,0.0,0.0,Cataluña
25185,920,18.74627369337745,354.2245989304813,835,3.77862595419847,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ribera d'Urgellet,0.020376384449323316,0.3850267379679145,0.907608695652174,0.0,0.0,0.0,Cataluña
25186,280,8.918181818181822,143.72623574144492,273,3.66363636363636,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Riner,0.031850649350649365,0.5133079847908747,0.975,0.0,0.0,0.05263157894736842,Cataluña
25189,3278,32.7030506644269,947.4410174880773,2811,3.82311320754717,98.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,Rosselló,0.009976525523010036,0.2890302066772658,0.8575350823672971,0.02040816326530612,0.02040816326530612,0.04081632653061224,Cataluña
25190,345,10.14249067164179,121.828125,311,3.820895522388061,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salàs de Pallars,0.02939852368591823,0.353125,0.9014492753623189,0.047619047619047616,0.0,0.0,Cataluña
25191,392,3.9894736842105223,210.4421052631577,366,3.4303797468354396,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sanaüja,0.010177228786251333,0.5368421052631575,0.9336734693877551,0.047619047619047616,0.047619047619047616,0.0,Cataluña
25192,1120,14.06485417022,511.37560975609733,1000,3.78787878787879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sant Guim de Freixenet,0.012557905509125,0.45658536585365833,0.8928571428571429,0.0,0.0,0.0,Cataluña
25193,1000,11.07144468657184,391.99157007376135,941,3.68010075566751,43.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sant Llorenç de Morunys,0.01107144468657184,0.39199157007376134,0.941,0.023255813953488372,0.0,0.0,Cataluña
25194,480,3.9480602056529728,241.4663951120164,450,3.60487804878049,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sant Ramon,0.008225125428443694,0.5030549898167008,0.9375,0.0,0.0,0.0,Cataluña
25196,123,0.0,93.24193548387096,110,3.52941176470588,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sant Esteve de la Sarga,0.0,0.7580645161290323,0.8943089430894309,0.0,0.0,0.0,Cataluña
25197,182,0.0,78.70270270270271,165,3.51315789473684,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sant Guim de la Plana,0.0,0.43243243243243246,0.9065934065934066,0.04,0.0,0.0,Cataluña
25200,365,1.95947513411628,197.07988980716252,350,3.44078947368421,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarroca de Lleida,0.005368425024976109,0.5399449035812671,0.958904109589041,0.0,0.0,0.0,Cataluña
25201,113,1.91735537190083,48.56198347107444,109,3.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarroca de Bellera,0.016967746653989646,0.42975206611570305,0.9646017699115044,0.0,0.0,0.0,Cataluña
25202,161,2.02919708029197,103.41605839416064,131,3.63157894736842,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senterada,0.01260370857324205,0.642335766423358,0.8136645962732919,0.1111111111111111,0.0,0.0,Cataluña
25203,12261,348.0211136439277,4314.399530015804,10649,3.939355008398483,4272.0,90.0,30.0,31.0,1.0,0.0,2.0,1.0,1.0,5.0,"Seu d'Urgell, La",0.02838439879650336,0.3518799062079605,0.8685262213522551,0.021067415730337078,0.007022471910112359,0.007256554307116105,Cataluña
25204,1890,0.0,940.6126027777052,1337,3.59235978576584,152.0,4.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,Seròs,0.0,0.4976786258083096,0.7074074074074074,0.02631578947368421,0.039473684210526314,0.06578947368421052,Cataluña
25205,759,18.22382376696344,376.3978201634877,707,3.8729641693811097,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sidamon,0.02401030799336422,0.49591280653950953,0.9314888010540184,0.03333333333333333,0.03333333333333333,0.03333333333333333,Cataluña
25206,330,6.899999999999996,198.79518072289156,278,3.73571428571429,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soleràs, El",0.020909090909090898,0.6024096385542168,0.8424242424242424,0.0,0.0,0.0,Cataluña
25207,9131,145.92113091964043,3117.366814975584,7827,3.842103117163029,2490.0,75.0,30.0,80.0,1.0,0.0,1.0,1.0,1.0,4.0,Solsona,0.015980848857698,0.3414047546791791,0.8571897930128135,0.030120481927710843,0.012048192771084338,0.0321285140562249,Cataluña
25208,429,3.05530346001134,202.99024390243895,414,3.6220930232558097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soriguera,0.0071219194872059206,0.4731707317073169,0.965034965034965,0.0,0.0,0.0,Cataluña
25209,2192,91.68286610640888,1021.0293159609134,1974,4.13940092165899,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sort,0.041826125048544195,0.4657980456026065,0.9005474452554745,0.0,0.0,0.0,Cataluña
25210,1784,17.78546873313566,798.3981849120836,1291,3.61808367071525,72.0,1.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,Soses,0.00996943314637649,0.4475326148610334,0.7236547085201793,0.013888888888888888,0.08333333333333333,0.125,Cataluña
25211,873,8.81318529756569,427.8007033997654,761,3.74789915966387,35.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Sudanell,0.01009528670969724,0.4900351699882765,0.8717067583046965,0.05714285714285714,0.05714285714285714,0.08571428571428572,Cataluña
25212,332,1.92252764127764,190.5227272727272,261,3.5540540540540504,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunyer,0.005790745907462771,0.5738636363636361,0.786144578313253,0.0,0.0,0.0,Cataluña
25215,562,25.01557147306134,321.8290598290597,531,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Talarn,0.04451169301256466,0.5726495726495724,0.9448398576512456,0.0,0.0,0.0,Cataluña
25216,291,5.915194346289756,177.8904593639575,287,3.99152542372881,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Talavera,0.020327128337765482,0.6113074204946993,0.9862542955326461,0.037037037037037035,0.0,0.0,Cataluña
25217,17810,393.1659661310257,6306.596332530911,14313,3.974149572032186,6907.0,198.0,198.0,441.0,1.0,0.0,1.0,2.0,1.0,5.0,Tàrrega,0.022075573617688134,0.35410422978837236,0.8036496350364963,0.028666570146228462,0.028666570146228462,0.06384826987114521,Cataluña
25218,105,6.586163522012574,31.698113207547177,104,4.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarrés,0.06272536687631022,0.30188679245283023,0.9904761904761905,0.0,0.0,0.0,Cataluña
25219,175,1.01840405583721,62.700534759358355,168,3.58441558441558,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarroja de Segarra,0.0058194517476412005,0.3582887700534763,0.96,0.04,0.0,0.0,Cataluña
25220,1363,11.12242282395288,583.8507126781705,1170,3.76207513416816,53.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,Térmens,0.008160251521608862,0.42835708927231875,0.8584005869405723,0.05660377358490566,0.018867924528301886,0.07547169811320754,Cataluña
25221,132,2.04580152671756,55.41984732824432,129,3.62962962962963,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tírvia,0.01549849641452697,0.4198473282442752,0.9772727272727273,0.04,0.0,0.0,Cataluña
25222,71,0.0,48.63013698630135,69,3.40625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tiurana,0.0,0.6849315068493148,0.971830985915493,0.0,0.0,0.0,Cataluña
25223,1224,19.52611565124705,503.2541832669313,1094,3.4554079696394697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Torà,0.015952708865397916,0.411155378486055,0.8937908496732027,0.0,0.0,0.0,Cataluña
25224,149,0.958333333333333,91.05555555555556,145,3.38333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Torms, Els",0.0064317673378076045,0.6111111111111112,0.9731543624161074,0.0,0.0,0.0,Cataluña
25225,847,12.350757575757576,395.8589743589739,620,3.81944444444444,36.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Tornabous,0.014581768094164789,0.46736596736596686,0.731995277449823,0.1111111111111111,0.0,0.027777777777777776,Cataluña
25226,300,1.87756941940137,136.17021276595742,274,3.4237288135593196,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Torrebesses,0.006258564731337899,0.45390070921985803,0.9133333333333333,0.0,0.0,0.0,Cataluña
25227,764,35.61451905626132,356.8684210526316,738,4.06583072100313,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Torre de Cabdella, La",0.0466158626390855,0.4671052631578948,0.9659685863874345,0.0,0.0,0.0,Cataluña
25228,4730,77.04165123472377,1886.080682673473,4174,3.6804792991272177,553.0,20.0,17.0,26.0,1.0,0.0,1.0,0.0,0.0,2.0,Torrefarrera,0.01628787552531158,0.3987485587047511,0.8824524312896406,0.03616636528028933,0.03074141048824593,0.04701627486437613,Cataluña
25230,2155,33.49331484072625,949.2960944595826,1786,3.72747747747748,85.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,Torregrossa,0.015542141457413573,0.4405086285195279,0.8287703016241299,0.023529411764705882,0.03529411764705882,0.047058823529411764,Cataluña
25231,765,6.85804689926493,426.2584118438768,583,3.43910256410256,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrelameu,0.008964767188581607,0.5572005383580089,0.7620915032679738,0.0,0.0,0.0,Cataluña
25232,2248,19.67812538571272,1035.639877031182,1551,3.68627450980392,94.0,5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,Torres de Segre,0.008753614495423808,0.46069389547650447,0.6899466192170819,0.05319148936170213,0.02127659574468085,0.07446808510638298,Cataluña
25233,387,4.952563387079749,198.8614609571789,332,3.64670658682635,40.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Torre-serona,0.012797321413642763,0.5138539042821161,0.8578811369509044,0.025,0.1,0.15,Cataluña
25234,5847,111.43852468607996,2124.685450264475,4997,3.863484209690898,964.0,21.0,0.0,16.0,1.0,0.0,1.0,1.0,0.0,3.0,Tremp,0.019059094353699325,0.36338044300743544,0.8546263040875662,0.021784232365145227,0.0,0.016597510373443983,Cataluña
