municipality,tot_pob,high,professionals,europeans,nse_municip,NumCompanies_10S,NumNewCompanies_10S,NumCompanies_ML_10S,NumCompanies_HP_10S,Banks_BBVA,banks_Bankinter,banks_CaixaBank,banks_Sabadell,banks_Santander,banks_total
43132,506,2.27585370781976,180.7142857142858,429,3.6534653465346496,61.0,0.0,3.0,5.0,,,,,,
43133,8193,120.24570470149125,2569.0356156443463,7046,3.8291733046778615,594.0,10.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0
43134,395,2.28688524590164,82.02185792349754,348,3.47368421052632,12.0,0.0,1.0,1.0,,,,,,
43135,543,5.5229678697455595,197.8976660682226,395,3.625,23.0,2.0,0.0,2.0,,,,,,
43136,14767,171.0406880509302,5202.196915952434,12659,3.6456629127473557,4914.0,126.0,27.0,117.0,1.0,0.0,1.0,1.0,0.0,3.0
43137,2695,18.363948035757282,758.5469107551477,2506,3.5816226783968697,99.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
43138,3791,8.74285291430537,1259.6929616952682,3222,3.337339966490999,252.0,8.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
43139,2755,14.473928184273676,801.0915690866516,2457,3.7220724438930035,137.0,6.0,6.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0
43140,3560,16.55955474547388,959.6890364048186,3213,3.263863437324779,306.0,12.0,8.0,14.0,,,,,,
43141,133,2.38960113960114,61.38461538461536,129,3.625,5.0,0.0,1.0,1.0,,,,,,
43142,1578,10.07179915103581,449.5465116279066,1382,3.56318252730109,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43143,52,0.0,23.3103448275862,51,3.625,13.0,0.0,0.0,0.0,,,,,,
43144,1765,67.26542938330023,536.7190278601068,1640,4.15902578796562,39.0,0.0,0.0,0.0,,,,,,
43145,5696,32.076624077107226,1817.9529041133633,5307,3.6800021604408024,669.0,18.0,33.0,51.0,0.0,0.0,1.0,0.0,0.0,1.0
43146,44,0.0,15.58333333333333,44,3.4,0.0,0.0,0.0,0.0,,,,,,
43147,628,8.993403518927199,219.2543443917851,601,3.55725190839695,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43148,134883,6554.911837810152,37667.600157841225,111591,4.072755031869763,54410.0,2220.0,938.0,1954.0,9.0,2.0,8.0,4.0,4.0,27.0
43149,923,4.53259536651985,351.1301446051159,812,3.27493261455526,19.0,1.0,0.0,0.0,,,,,,
43150,1643,10.23244382022472,650.2259675405746,1516,3.23042168674699,44.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43151,125,0.0,42.57246376811595,124,3.21052631578947,8.0,0.0,0.0,0.0,,,,,,
43152,598,3.33732756605097,265.2340425531914,504,3.30555555555556,19.0,2.0,0.0,0.0,,,,,,
43153,17256,278.96845426615715,5254.51714388022,14449,3.9100742383029887,5480.0,280.0,16.0,64.0,1.0,0.0,1.0,1.0,1.0,4.0
43154,141,1.15392232368797,37.8523489932886,126,3.39344262295082,76.0,3.0,1.0,4.0,,,,,,
43155,33890,1002.5796612148908,9855.237610617389,28038,3.9590756947656516,19061.0,633.0,343.0,616.0,2.0,0.0,5.0,1.0,1.0,9.0
43156,6241,26.50721058208871,1954.7056383480392,4897,3.564529421087081,338.0,28.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
43157,409,2.28140298692446,175.58080808080808,383,3.32515337423313,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43158,88,2.06530612244898,28.73469387755103,86,3.825,10.0,1.0,0.0,0.0,,,,,,
43159,89,0.960498960498961,38.14285714285718,85,3.72972972972973,13.0,0.0,0.0,0.0,,,,,,
43160,1882,65.91884965831437,529.4464692482911,1737,4.14423076923077,49.0,3.0,2.0,2.0,,,,,,
43161,24727,590.3197619327273,7102.4014131425765,21037,3.9516472508730587,14520.0,465.0,375.0,720.0,1.0,0.0,2.0,2.0,1.0,6.0
43162,6750,160.55324282773864,2043.280296527528,5790,4.019853596913932,516.0,11.0,4.0,14.0,1.0,0.0,1.0,0.0,0.0,2.0
43163,39072,965.66884762306,12190.110708016096,33525,3.9516782907417523,21153.0,1096.0,106.0,420.0,1.0,0.0,3.0,1.0,1.0,6.0
43164,496,4.59789291384039,137.9121951219513,441,3.65680473372781,32.0,3.0,1.0,1.0,,,,,,
43165,711,11.1025415601023,288.84374999999983,657,3.78104575163399,22.0,0.0,2.0,3.0,,,,,,
43166,2398,24.25127480251653,681.5579740477182,2155,3.7034261241970006,58.0,3.0,3.0,3.0,,,,,,
43167,594,2.3302752293578,246.319266055046,536,3.52654867256637,28.0,2.0,0.0,1.0,,,,,,
43168,107,0.0,26.750000000000004,102,3.44444444444444,10.0,1.0,0.0,0.0,,,,,,
43169,540,3.26633092261295,173.10104529616729,500,3.64705882352941,11.0,0.0,0.0,0.0,,,,,,
43170,1341,45.752988047808806,460.5346613545818,1130,3.89423076923077,52.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43171,22681,339.12245252887004,6083.099387594727,19726,3.726422393283136,8559.0,326.0,198.0,386.0,1.0,0.0,1.0,1.0,1.0,4.0
43172,453,3.31762576309687,78.17256637168151,402,3.48663101604278,10.0,0.0,0.0,0.0,,,,,,
43173,136,2.2569696969697,57.42222222222221,124,3.8,5.0,0.0,0.0,0.0,,,,,,
43174,202,0.0,71.0,178,3.3452380952381002,9.0,0.0,0.0,0.0,,,,,,
43175,634,4.48275348837209,266.7872,613,3.2984496124031,24.0,1.0,0.0,0.0,,,,,,
43176,884,6.74906121258522,280.4618834080719,830,3.6178861788617906,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43177,407,4.48809335234173,137.8855140186913,337,3.67231638418079,19.0,2.0,0.0,0.0,,,,,,
43178,2258,48.85551991316614,834.6692607003885,1941,3.92403486924035,115.0,6.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
43901,11656,34.8934464170554,3941.66783157358,10549,3.3230532191664834,2772.0,114.0,36.0,72.0,1.0,0.0,1.0,0.0,0.0,2.0
43902,3669,4.8761942215841,1109.3951410400118,3352,2.9733081651117987,103.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43903,3309,13.379743771682284,1060.9822162053165,2852,3.512213632804812,264.0,8.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0
43904,4332,13.469925145517571,1464.438428206362,3417,3.2177707574974463,318.0,22.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0
43905,29028,1014.7418372175499,8781.91556935526,21383,4.19964962842652,16368.0,864.0,156.0,624.0,1.0,0.0,1.0,1.0,1.0,4.0
43906,3563,19.792970883791376,1080.7083591977544,2924,3.5629267906746405,236.0,18.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
43907,5873,71.25446227867775,1530.7095836285278,5481,3.3812084155135222,1384.0,49.0,50.0,89.0,1.0,0.0,1.0,0.0,0.0,2.0
8001,12697,175.59334185211395,3496.703959503304,11904,3.767148028824911,3262.0,147.0,259.0,336.0,1.0,0.0,1.0,1.0,0.0,3.0
8002,287,2.478515625,114.6006944444445,281,3.4375,41.0,3.0,0.0,2.0,,,,,,
8003,10079,1134.6969099741073,4704.554796416136,9132,4.949252901777608,2584.0,148.0,40.0,84.0,1.0,0.0,1.0,1.0,0.0,3.0
8004,281,7.612781954887225,121.48496240601492,263,4.03448275862069,8.0,0.0,0.0,0.0,,,,,,
8005,9020,669.6934402779254,4185.108587380249,8552,4.542426348896841,2765.0,105.0,45.0,155.0,1.0,0.0,1.0,0.0,0.0,2.0
8006,16155,355.13838180111986,5492.940361379137,14421,3.9760629951754654,5346.0,306.0,36.0,90.0,1.0,0.0,1.0,1.0,1.0,4.0
8007,9278,54.92051464960731,2513.653614436902,8661,2.6713122473191535,1555.0,95.0,35.0,85.0,1.0,0.0,1.0,0.0,0.0,2.0
8008,216,2.55457949308756,103.52073732718907,212,3.5729166666666696,14.0,1.0,0.0,0.0,,,,,,
8009,12745,344.86557483767854,6212.097961853621,12109,4.027718958297377,5067.0,324.0,162.0,261.0,1.0,0.0,1.0,1.0,1.0,4.0
8010,5902,48.92833880368143,1836.5904171026766,5278,3.5977907860164153,688.0,16.0,24.0,52.0,1.0,0.0,1.0,0.0,0.0,2.0
8011,2237,43.2186359138831,1007.9564240790644,2119,3.73417721518987,87.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8012,2270,14.88808834729623,737.3758241758239,2068,3.47153465346535,78.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
8013,1706,17.041491460649578,591.7342739564962,1559,3.61311914323963,76.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0
8014,2552,41.36909403896399,896.8690095846633,2428,3.85714285714286,86.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
8015,223506,4849.442183893954,55919.20501713415,190988,3.6307257961476735,149215.0,9780.0,2104.0,4580.0,6.0,1.0,12.0,7.0,5.0,31.0
8016,2167,22.210480778829933,710.5084190832555,2069,3.61791831357049,28.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
8017,3948,65.72664763628364,1444.3338667110568,3528,3.690872061078242,394.0,10.0,18.0,24.0,1.0,0.0,1.0,0.0,0.0,2.0
8018,3249,38.30509716316353,983.5270336024513,3016,3.6517169558250053,225.0,21.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0
8019,1636193,167067.68164060908,499960.8216086575,1311130,4.646349111793979,2852172.0,187021.0,44116.0,110559.0,67.0,15.0,142.0,72.0,74.0,370.0
8020,7450,503.6911292012827,3221.611989895998,6938,4.538669280933825,834.0,42.0,3.0,18.0,0.0,0.0,1.0,1.0,0.0,2.0
8021,74,0.857142857142857,50.875,73,3.71428571428571,5.0,0.0,1.0,1.0,,,,,,
8022,16762,294.3290913177607,5021.644396113475,14473,3.8749762615930075,8463.0,195.0,143.0,234.0,1.0,0.0,1.0,1.0,1.0,4.0
8023,9757,252.3856248265407,4011.0087125959712,9380,4.04181289908896,971.0,81.0,13.0,27.0,1.0,0.0,1.0,0.0,0.0,2.0
8024,448,7.14380870066263,209.4022471910111,402,3.68205128205128,24.0,0.0,0.0,0.0,,,,,,
8025,2218,47.70729034413635,762.7756097560981,2113,3.94109589041096,73.0,1.0,0.0,1.0,,,,,,
8026,278,15.070014422446565,146.9277566539923,262,4.13793103448276,12.0,1.0,0.0,1.0,,,,,,
8027,999,32.94822085649411,369.9616182572614,973,3.97405660377358,45.0,2.0,0.0,0.0,,,,,,
8028,1606,22.4198695950583,487.49503546099277,1528,3.48225806451613,18.0,0.0,0.0,0.0,,,,,,
8029,4848,380.5057605921223,2381.7590881570986,4589,4.723209834478726,1128.0,64.0,28.0,58.0,0.0,0.0,1.0,0.0,0.0,1.0
8030,7729,781.8016881816194,3251.9812478129707,6915,4.8721220973696715,1227.0,75.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0
8031,3590,15.996019115150249,1046.692903995228,2847,3.593070717547121,350.0,16.0,18.0,30.0,1.0,0.0,1.0,0.0,0.0,2.0
8032,3148,197.8513581488937,1096.83836351442,2667,4.4433962264151,127.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8033,17932,359.0112605362779,7779.914957652556,16591,3.9555322932301267,8740.0,420.0,230.0,310.0,1.0,0.0,1.0,1.0,1.0,4.0
8034,1101,35.0623165554882,457.4257731958768,1045,4.03294117647059,63.0,3.0,0.0,0.0,,,,,,
8035,19363,362.85034098930294,5816.16473167458,16315,3.958415066152042,7110.0,360.0,27.0,279.0,1.0,0.0,1.0,1.0,1.0,4.0
8036,195,0.855421686746988,79.86702127659574,190,3.53012048192771,41.0,1.0,2.0,1.0,,,,,,
8037,2532,108.68544034429453,1130.1936520691054,2385,4.38305084745763,100.0,3.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0
8038,2122,54.659692572552814,535.4579439252341,1939,4.20131578947368,86.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
8039,557,11.346506094778704,203.2155009451798,530,3.95689655172414,27.0,1.0,0.0,0.0,,,,,,
8040,14845,235.61335780646877,3983.260644891032,13699,3.1245498651401,4730.0,260.0,60.0,150.0,1.0,0.0,1.0,1.0,0.0,3.0
8041,16761,266.2827804595314,4163.603459358218,13725,3.693646815075407,4576.0,240.0,88.0,208.0,0.0,0.0,1.0,1.0,0.0,2.0
8042,3289,66.21754508392715,2492.0074578127724,3157,3.934156988474336,168.0,8.0,0.0,2.0,,,,,,
8043,5007,102.415910065216,1870.6585496234538,4630,3.9067305131421866,292.0,30.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
8044,5344,44.89284340660788,1402.802192879059,5000,3.740684899931995,468.0,9.0,6.0,18.0,1.0,0.0,1.0,1.0,0.0,3.0
8045,89,0.0,29.35106382978718,89,3.6097560975609797,8.0,1.0,0.0,0.0,,,,,,
8046,18785,525.1410268856692,5254.9002583877445,17688,3.321366988436991,7498.0,253.0,113.0,378.0,1.0,0.0,2.0,1.0,1.0,5.0
8047,4575,59.17832795185385,1288.69615311825,4277,3.675117770631244,836.0,20.0,16.0,48.0,1.0,0.0,1.0,0.0,0.0,2.0
8048,754,11.42848502585114,247.3908496732027,682,3.6388059701492503,172.0,7.0,14.0,21.0,,,,,,
8049,1646,22.806382978723402,602.9191542288556,1573,3.9177304964539,70.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
8050,175,0.898759828159196,61.09467455621312,174,3.86301369863014,9.0,2.0,0.0,0.0,,,,,,
8051,24933,461.6263441641828,9021.22582435244,23879,3.9456907130673806,15442.0,672.0,420.0,980.0,1.0,0.0,1.0,2.0,1.0,5.0
8052,176,0.840970350404313,96.30188679245293,169,3.55714285714286,44.0,0.0,0.0,0.0,,,,,,
8053,3889,28.00400281815076,1009.1240508011994,3638,3.5998978513505913,230.0,12.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0
8054,12735,155.7483595589427,4143.816401520203,12009,3.7849599327526056,3690.0,162.0,360.0,486.0,1.0,0.0,1.0,1.0,1.0,4.0
8055,778,27.063829787234,325.8909574468085,720,4.05471124620061,122.0,10.0,1.0,5.0,,,,,,
8056,67307,3295.2729449072745,23545.586011788193,54600,4.086960510506306,110445.0,8806.0,1221.0,3663.0,2.0,0.0,4.0,3.0,1.0,10.0
8057,69,1.707843137254902,37.54411764705883,69,3.8,2.0,0.0,0.0,0.0,,,,,,
8058,2474,51.54254328204795,722.1230366492148,2339,3.90920245398773,57.0,1.0,4.0,6.0,,,,,,
8059,460,5.28180988520102,201.51376146789002,447,3.78010471204188,19.0,1.0,0.0,0.0,,,,,,
8060,159,3.706201083684532,76.86754966887429,155,3.8939393939393905,7.0,0.0,1.0,1.0,,,,,,
8061,2236,13.039274299979319,710.2715809893319,2148,3.64754098360656,104.0,5.0,6.0,11.0,,,,,,
8062,1431,47.32714353056199,528.5583392984965,1357,4.00162601626016,330.0,16.0,17.0,22.0,,,,,,
8063,636,16.3291140738637,206.5201938610663,624,4.03296703296703,71.0,2.0,4.0,8.0,,,,,,
8064,2655,84.11813885505488,1086.5773447015852,2428,4.14057142857143,122.0,10.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
8065,1614,21.044858349684368,604.5928338762217,1503,3.81454005934718,75.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0
8066,2096,42.000752959977895,893.3588110403391,1980,4.03377563329312,91.0,4.0,6.0,7.0,,,,,,
8067,7641,71.91400184946676,2688.965027697832,7207,3.7752241598258993,1164.0,84.0,56.0,68.0,1.0,0.0,1.0,0.0,0.0,2.0
8068,9307,472.6478403025762,3413.5697993395315,8735,4.25415080829152,1927.0,75.0,55.0,90.0,1.0,0.0,1.0,0.0,0.0,2.0
8069,4726,112.95741366678291,1578.8443119595954,4574,4.070663580771277,290.0,6.0,4.0,8.0,,,,,,
8070,398,9.986407460091668,201.327485380117,391,3.94594594594595,11.0,0.0,1.0,1.0,,,,,,
8071,333,0.883206831119545,126.7548387096775,328,3.39705882352941,13.0,1.0,0.0,0.0,,,,,,
8072,15210,942.7900519834145,6064.682041926897,13863,4.410904470674968,4653.0,297.0,33.0,22.0,1.0,0.0,1.0,1.0,0.0,3.0
8073,89039,1068.824199806702,23957.728276133446,76598,3.5933102419540712,198510.0,10660.0,7995.0,12285.0,3.0,1.0,7.0,5.0,3.0,19.0
8074,16386,248.80572407128946,5050.439737282223,14755,3.9544719455693826,4790.0,340.0,20.0,70.0,1.0,0.0,1.0,1.0,0.0,3.0
8075,5710,102.30707410689982,2307.4126182321115,5453,4.00656371613027,454.0,34.0,10.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0
8076,22365,291.5304170419535,6692.484633640117,20587,3.77541994552105,8404.0,396.0,198.0,462.0,1.0,0.0,1.0,1.0,1.0,4.0
8077,46414,2166.8698777001537,14422.379613350486,40924,4.087430037734625,51794.0,2639.0,1450.0,2465.0,2.0,0.0,4.0,3.0,1.0,10.0
8078,265,0.815421720933532,102.24409448818892,264,3.30630630630631,11.0,1.0,0.0,0.0,,,,,,
8079,391,4.314936962511476,153.12561576354685,382,3.38418079096045,15.0,2.0,0.0,0.0,,,,,,
8080,45,0.963585434173669,20.357142857142843,43,3.76470588235294,40.0,2.0,0.0,0.0,,,,,,
8081,493,8.551554828150577,185.6617021276595,478,3.96153846153846,14.0,1.0,0.0,0.0,,,,,,
8082,1564,24.20872304814413,544.328049620951,1505,3.72370486656201,52.0,1.0,2.0,3.0,,,,,,
8083,2254,45.36069082673944,1011.1680635200696,2207,3.8560794044665,122.0,4.0,2.0,8.0,,,,,,
8084,1546,34.310377189557,667.131452167929,1493,3.78996865203762,34.0,0.0,0.0,1.0,,,,,,
8085,1446,8.22004521477016,599.321778447626,1254,3.75387263339071,56.0,1.0,0.0,1.0,,,,,,
8086,20322,261.0041805441495,9140.657391960993,18297,3.7980987243775397,10083.0,337.0,507.0,875.0,1.0,0.0,1.0,0.0,1.0,3.0
8087,186,14.94721542227662,115.70930232558135,177,4.59210526315789,10.0,0.0,0.0,0.0,,,,,,
8088,16788,398.64056276986923,8883.670913949472,15637,3.9970621890797706,7620.0,410.0,140.0,360.0,1.0,0.0,1.0,1.0,1.0,4.0
8089,46974,1063.5356621677515,13595.556815965878,42409,3.9165735470833067,51828.0,2408.0,1568.0,2996.0,3.0,1.0,2.0,2.0,2.0,10.0
8090,179,0.896326530612245,74.66857142857137,175,3.68831168831169,18.0,1.0,3.0,3.0,,,,,,
8091,7814,132.18146008987,2369.366965496844,7064,3.9553864001183174,579.0,30.0,9.0,21.0,1.0,0.0,1.0,0.0,0.0,2.0
8092,4940,34.55026131651312,1464.698728004244,4395,3.642610119930097,572.0,4.0,8.0,12.0,1.0,0.0,1.0,0.0,0.0,2.0
8093,28,0.0,19.04,28,3.72727272727273,74.0,5.0,0.0,2.0,,,,,,
8094,2207,21.62213983012384,751.0143718127027,2050,3.88381201044386,94.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
8095,80,0.935951379149135,40.579710144927546,79,3.7741935483871005,122.0,10.0,1.0,5.0,,,,,,
8096,61983,1809.4026084721997,19262.90744774595,53544,3.992753477486857,46098.0,1992.0,924.0,1986.0,5.0,1.0,4.0,3.0,2.0,15.0
8097,1610,84.63966009104705,546.3266666666657,1519,4.22458270106222,71.0,3.0,1.0,2.0,,,,,,
8098,3351,46.03663859659391,1485.886151324005,3203,3.8378919216892426,234.0,16.0,12.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0
8099,918,14.135726872246698,254.77533039647574,844,3.8075000000000006,28.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
8100,2702,49.133173452190675,2915.9984876252156,2633,3.9013143613654884,664.0,20.0,44.0,50.0,,,,,,
8101,265444,2459.9226195413803,61810.95722175415,209971,3.438528855507849,179587.0,12226.0,2741.0,5250.0,9.0,1.0,16.0,10.0,9.0,45.0
8102,40767,1206.510681771904,13282.994220258788,35847,4.095885479326595,53401.0,1979.0,1151.0,2251.0,2.0,1.0,2.0,2.0,1.0,8.0
8103,806,6.825143156310331,295.37245508982045,792,3.79234972677596,71.0,2.0,4.0,8.0,,,,,,
8104,942,21.25856652825415,401.7034482758618,820,3.76439790575916,37.0,3.0,2.0,1.0,,,,,,
8105,13155,80.76738988963983,3158.6250809233875,11677,3.6225379519785963,3375.0,162.0,117.0,243.0,1.0,0.0,1.0,1.0,0.0,3.0
8106,10205,182.463085090873,3194.387225288095,9428,3.897858344989515,3252.0,132.0,138.0,246.0,1.0,0.0,1.0,1.0,0.0,3.0
8107,15801,237.34260586538574,6041.665158565876,15340,3.839748286080647,4360.0,180.0,100.0,180.0,1.0,0.0,1.0,0.0,0.0,2.0
8108,6760,111.0872678694706,2444.4767592050503,6541,3.9581978357561085,2324.0,84.0,184.0,340.0,1.0,0.0,1.0,0.0,0.0,2.0
8109,279,4.33281004709576,114.46153846153824,265,3.8991596638655506,11.0,0.0,0.0,0.0,,,,,,
8110,19093,272.28441376005327,5640.9836828583675,16973,3.805965298856701,6336.0,270.0,45.0,180.0,1.0,0.0,1.0,1.0,1.0,4.0
8111,272,19.47838827838832,150.44688644688645,262,4.15833333333333,11.0,1.0,0.0,0.0,,,,,,
8112,20883,136.8375174527595,5988.569025738267,15916,3.4830128407711483,7800.0,288.0,180.0,456.0,1.0,0.0,1.0,1.0,1.0,4.0
8113,77452,2196.306383903909,20991.797975839025,63557,3.972001276251676,58226.0,2018.0,918.0,2446.0,4.0,1.0,4.0,2.0,2.0,13.0
8114,28684,427.2322817988285,7189.769920930647,23472,3.8632285230703567,13453.0,587.0,368.0,711.0,1.0,0.0,2.0,1.0,1.0,5.0
8115,4859,63.690380583215415,1470.989298946449,4531,3.7457137365284585,717.0,18.0,45.0,84.0,1.0,0.0,1.0,0.0,0.0,2.0
8116,733,7.893659554730988,279.5871428571428,684,3.69155844155844,206.0,4.0,8.0,10.0,,,,,,
8117,3133,29.53267412973323,1216.2737402567755,2994,3.3682598532589343,190.0,8.0,18.0,28.0,,,,,,
8118,23829,1472.017705720702,9088.789452190244,21490,4.4533175658633635,13706.0,728.0,84.0,266.0,1.0,0.0,2.0,1.0,1.0,5.0
8119,9744,157.35889711639805,2463.5074965504027,9189,3.870124181826441,492.0,16.0,18.0,24.0,1.0,0.0,1.0,1.0,0.0,3.0
8120,9752,1373.6649746402422,5080.587151651407,9467,5.2481264826449925,2140.0,128.0,4.0,12.0,1.0,0.0,1.0,1.0,0.0,3.0
8121,128956,3321.497289261028,36637.27929033148,108276,3.9252579605480378,102163.0,5721.0,1070.0,2960.0,4.0,1.0,8.0,2.0,4.0,19.0
8122,2517,30.15956568266642,739.2739018087846,2296,3.61212121212121,51.0,2.0,0.0,0.0,,,,,,
8123,26242,757.6131008437818,8322.787775973322,24683,3.9728605502661183,13812.0,720.0,576.0,1092.0,1.0,0.0,2.0,2.0,1.0,6.0
8124,51294,593.3989607003111,14073.66351714408,45614,3.703352583320801,41614.0,1920.0,900.0,1410.0,3.0,1.0,4.0,1.0,1.0,10.0
8125,36666,468.3528255587109,9578.579531858984,31925,3.6563797310234514,34056.0,1936.0,1540.0,2464.0,3.0,0.0,3.0,1.0,1.0,8.0
8126,12277,364.28259096867976,4151.7135928337175,11181,3.9776900422869974,1644.0,164.0,12.0,36.0,1.0,0.0,1.0,0.0,0.0,2.0
8127,3166,28.26507974646871,790.9957234537453,2720,3.6795294583952654,172.0,8.0,12.0,16.0,0.0,0.0,2.0,0.0,0.0,2.0
8128,742,3.501758556522252,267.642228739003,722,3.09966777408638,63.0,3.0,0.0,0.0,,,,,,
8129,700,15.251735015772871,309.14826498422696,682,4.05714285714286,15.0,1.0,0.0,0.0,,,,,,
8130,136,0.0,64.0,135,3.32203389830508,3.0,0.0,0.0,0.0,,,,,,
8131,1059,18.54881387488932,377.75951903807515,947,3.68421052631579,19.0,1.0,0.0,0.0,,,,,,
8132,484,6.064655172413798,238.87068965517244,451,3.4334975369458096,75.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8133,166,0.867282051282051,84.10666666666661,157,3.81538461538461,14.0,1.0,0.0,0.0,,,,,,
8134,1108,18.36455501410617,473.4362657091557,1005,3.77142857142857,25.0,2.0,1.0,2.0,,,,,,
8135,8793,110.79893935164617,2519.688409257209,8169,3.759605809081677,1690.0,70.0,130.0,185.0,1.0,0.0,1.0,0.0,0.0,2.0
8136,16707,179.94066711291782,4086.9478678309006,14865,3.664714210595138,5750.0,330.0,290.0,430.0,1.0,0.0,1.0,1.0,1.0,4.0
8137,370,1.76333451077358,143.888888888889,355,3.6711409395973202,14.0,2.0,0.0,0.0,,,,,,
8138,6548,81.56549529641016,2344.211627083574,5719,3.924206905291168,774.0,30.0,9.0,15.0,1.0,0.0,1.0,0.0,0.0,2.0
8139,232,5.953608247422686,106.67857142857136,229,3.8453608247422695,19.0,1.0,0.0,0.0,,,,,,
8140,6067,36.40542291464271,1920.3361962549516,5737,3.6793710019847765,546.0,12.0,3.0,12.0,1.0,0.0,1.0,1.0,0.0,3.0
8141,6018,88.9032945842754,1815.2415643917388,5447,3.767405442810067,921.0,56.0,24.0,32.0,1.0,0.0,1.0,1.0,0.0,3.0
8142,179,0.850319307147231,66.70807453416148,172,3.64788732394366,40.0,2.0,0.0,0.0,,,,,,
8143,3728,15.951196832005202,1168.0116804168479,3522,3.4242407187882216,428.0,20.0,22.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0
8144,876,3.447708622410855,277.9812646370022,852,3.4745308310992,32.0,0.0,3.0,3.0,,,,,,
8145,3884,47.47307999495788,1243.9593335321315,3600,3.7948720650014782,546.0,8.0,44.0,72.0,0.0,0.0,1.0,0.0,0.0,1.0
8146,2016,31.29475943354246,726.0999378624687,1918,3.7595043874822758,102.0,8.0,2.0,8.0,,,,,,
8147,24272,295.6297128662921,6635.97642328692,22103,3.7031761878668794,8196.0,300.0,156.0,252.0,1.0,0.0,1.0,1.0,0.0,3.0
8148,4339,186.68064110791494,1468.7551802861738,3621,4.339509118794813,228.0,14.0,0.0,0.0,,,,,,
8149,1206,6.00858845858433,411.7312186978291,1158,3.50380228136882,45.0,3.0,2.0,3.0,,,,,,
8150,347,5.282725060827252,143.2063492063491,331,3.83211678832117,12.0,1.0,0.0,1.0,,,,,,
8151,573,2.585797260613003,242.5452865064695,550,3.42259414225941,11.0,0.0,0.0,2.0,,,,,,
8152,159,0.869178440607012,59.489795918367264,157,3.78461538461538,172.0,7.0,14.0,21.0,,,,,,
8153,793,32.34617258249188,300.4600811907984,776,4.24615384615385,15.0,2.0,1.0,2.0,,,,,,
8154,935,5.10368763557484,392.45661605206095,884,3.72098765432099,44.0,0.0,4.0,6.0,,,,,,
8155,9661,93.918816276525,3241.4966703480386,9157,3.6865693316560604,1896.0,54.0,42.0,114.0,1.0,0.0,1.0,0.0,0.0,2.0
8156,14911,388.37534152258183,5413.274023453566,14147,4.162879467552811,6813.0,315.0,270.0,477.0,1.0,0.0,1.0,1.0,1.0,4.0
8157,11593,363.53689903543824,3773.1198375034082,10938,3.9120378010062975,1733.0,68.0,40.0,84.0,1.0,0.0,1.0,1.0,0.0,3.0
8158,4274,43.59983656385904,1426.2058003405245,3956,3.6081826368106724,512.0,26.0,14.0,46.0,1.0,0.0,1.0,1.0,0.0,3.0
8159,18889,270.82418701573715,6092.494453563032,17667,3.8652458585281413,8591.0,501.0,516.0,925.0,2.0,0.0,2.0,1.0,1.0,6.0
