municipality,municipality_name,high_score,high_ratio_score,professionals_score,professionals_ratio_score,europeans_score,europeans_ratio_score,NumNewCompanies_10S_score,growth_rate_10S_score,NumCompanies_ML_10S_score,companies_size_ratio_10S_score,NumCompanies_HP_10S_score,companies_profit_ratio_10S_score,competitor_score
28061,Galapagar,100.0,84.69623465909547,100.0,52.4547987571308,87.79686766907214,31.07898389534507,43.02343628744374,61.054104477611936,11.914148050810338,7.450841032930584,17.892271662763466,13.857794361525706,57.14285714285714
28062,Garganta de los Montes,0.3846613175906221,15.678502170766528,0.7486397060442889,37.0806970231216,0.7737736172240964,76.69091718802147,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28063,Gargantilla del Lozoya y Pinilla de Buitrago,0.5010797108065226,23.164355304681816,0.5892285826432679,30.198634667030703,0.6754693655652122,75.02668502613578,0.0620828806456619,70.83333333333333,0.0,0.0,0.0,0.0,100.0
28064,Gascones,0.0085859869078785,2.003520443591765,0.2977996042108467,52.93598576261341,0.1958637741385345,21.13392704566928,0.0620828806456619,47.22222222222222,0.0,0.0,0.1873536299765807,77.77777777777779,100.0
28065,Getafe,100.0,36.023471286592404,100.0,10.692652630563316,100.0,52.32101778381071,100.0,69.31192804805183,100.0,13.480657522923003,100.0,21.804144784427184,0.0
28066,Griñón,28.479061752153108,43.10719990787885,36.86829745686068,63.463327409618365,28.558129836085104,70.22730096329643,11.174918516219153,56.45756457564576,11.388523872098116,25.355824986821297,19.20374707259953,52.952029520295206,28.57142857142857
28067,Guadalix de la Sierra,3.793703926978749,5.8354119221457,19.29468874383316,38.78416571203302,17.381234314141665,52.870251258007805,1.8624864193698587,64.39393939393939,0.5256241787122208,8.008658008658008,0.5620608899297423,10.606060606060606,85.71428571428571
28068,Guadarrama,50.4025029387622,47.65905283028326,45.55252686423451,29.07600255012402,45.0017501135712,57.17813335419303,15.893217445289462,66.83046683046683,4.204993429697766,7.792207792207792,11.241217798594848,25.7985257985258,57.14285714285714
28069,"Hiruela, La",0.2158359834676248,61.47065277427421,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28070,Horcajo de la Sierra-Aoslos,0.1901895647599671,18.063634134217114,0.0729941709910888,14.38535921272614,0.1839481072707909,34.450846977164964,0.1862486419369858,100.0,0.0,0.0,0.0,0.0,100.0
28071,Horcajuelo de la Sierra,0.1931868937760615,36.98284100864733,0.0,39.073914514956,0.0,43.32048535934565,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28072,Hoyo de Manzanares,63.757944789077015,100.0,28.44505930537254,52.01234379689802,23.389709332201345,59.44507658030985,2.2349837032438304,62.96296296296296,0.0,0.0,0.0,0.0,85.71428571428571
28073,Humanes de Madrid,50.1583878886208,39.814750263563546,42.65667744491762,6.665572992791893,51.04299321551717,41.52838768379771,32.779760980909515,37.87981093855503,51.86158563293911,26.4107263432044,71.94379391100702,45.37474679270763,57.14285714285714
28074,Leganés,100.0,17.503188013890806,100.0,11.873402407448634,100.0,59.72439829302435,100.0,52.07644462571558,100.0,33.784962033640134,100.0,37.72705423081965,0.0
28075,Loeches,17.651067630159616,30.23294156433269,20.17808704667285,12.025404913318056,23.70845342091349,58.676229320894656,4.966630451652956,36.95652173913043,17.520805957074025,57.45341614906832,15.456674473067917,62.77173913043478,71.42857142857143
28076,Lozoya,0.7584593021481583,19.63465958666109,1.164550091646929,24.3438370652296,1.1997587077459282,32.59307874141185,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571
28078,Madarcos,0.0,0.0,0.0,94.4943047125925,0.0,84.86490100354158,0.1862486419369858,100.0,0.0,0.0,0.0,0.0,100.0
28079,Madrid,100.0,86.31961151697374,100.0,16.93898017260794,100.0,32.19874941976102,100.0,57.39924680619881,100.0,24.06428390560511,100.0,28.278251476845824,0.0
28080,Majadahonda,100.0,100.0,100.0,67.77380441374332,100.0,56.17127576681704,100.0,52.46638032897575,100.0,13.36373550114008,100.0,18.236209839263275,0.0
28082,Manzanares el Real,11.245930558587744,17.052695217831594,22.72428980807449,20.24319888303864,24.721285104671686,62.43511434246537,1.8624864193698587,46.27949183303085,0.1752080595707402,1.918589577391755,0.6557377049180327,8.892921960072595,85.71428571428571
28083,Meco,5.239564232995902,1.8644479725915004,29.65980492765149,0.0,39.39244993558093,47.39472207928511,11.174918516219153,50.595238095238095,12.614980289093298,25.17006802721088,16.861826697892273,41.66666666666667,71.42857142857143
28084,Mejorada del Campo,12.338171751929984,4.798918132738367,53.87081055117173,10.800238663108562,60.50999054193943,33.87958453478683,38.24305447772777,58.40490797546013,26.982041173894,18.15950920245399,36.0655737704918,30.061349693251536,42.85714285714285
28085,Miraflores de la Sierra,8.136803475603706,17.03602051163043,18.28260926955813,31.88132897834536,16.648420801775433,31.050990464835028,1.8624864193698587,56.291390728476834,0.5256241787122208,7.000946073793755,1.1241217798594847,18.543046357615893,85.71428571428571
28086,"Molar, El",9.612377599883809,13.612588418309697,20.6678649198209,9.218425085905617,21.48022371664544,0.0,1.6762377774328727,47.51552795031056,1.0512483574244416,13.13220940550133,1.1241217798594847,17.391304347826086,85.71428571428571
28087,"Molinos, Los",7.08084129705798,22.233157543958782,14.660311705274,49.19102814733155,11.882154054678017,43.10455065086813,0.3724972838739717,22.972972972972972,0.0,0.0,0.3747072599531615,12.612612612612612,85.71428571428571
28088,Montejo de la Sierra,2.319974193904438,100.0,0.7303376964089009,42.454311605440594,0.7112163661684429,77.45405897724966,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28089,Moraleja de Enmedio,11.503356509213775,33.26816754562174,15.997415643725583,43.01123356679808,14.822344854293735,82.3016875472332,3.538724196802732,55.11945392491467,2.102496714848883,14.431984397854706,3.3723653395784545,28.668941979522184,71.42857142857143
28090,Moralzarzal,54.05085848483354,63.4791542642704,42.67157572154867,44.7694824535398,37.265503399688704,61.502134549158185,6.208288064566196,46.96132596685082,4.380201489268506,14.601420678768742,7.02576112412178,29.00552486187845,71.42857142857143
28091,Morata de Tajuña,4.1996450246593096,5.09354219807107,17.665749204596466,10.743613177847918,20.005659941762172,35.398159539059485,2.483315225826478,69.10569105691057,0.700832238282961,8.59465737514518,1.1241217798594847,17.073170731707318,71.42857142857143
28092,Móstoles,100.0,24.64460200253638,100.0,9.63137860267166,100.0,52.960665658810925,100.0,56.48124501197127,100.0,29.12415916087105,100.0,35.150837988826815,0.0
28093,Navacerrada,13.781867330860123,70.64159980780641,10.41398737454046,55.58431047493012,8.146592491640416,49.24660142208391,0.3104144032283097,54.48717948717948,0.0,0.0,0.0,0.0,85.71428571428571
