municipality,tot_pob,high,professionals,europeans,NumCompanies_10S,NumNewCompanies_10S,NumCompanies_ML_10S,NumCompanies_HP_10S,banks_BBVA,banks_Bankinter,banks_CaixaBank,banks_Sabadell,banks_Santander,banks_total,municipality_name,high_ratio,professionals_ratio,europeans_ratio,growth_rate_10S,companies_size_ratio_10S,companies_profit_ratio_10S,branch_density_per_1000,competitor,high_score,high_ratio_score,professionals_score,professionals_ratio_score,europeans_score,europeans_ratio_score,NumNewCompanies_10S_score,growth_rate_10S_score,NumCompanies_ML_10S_score,companies_size_ratio_10S_score,NumCompanies_HP_10S_score,companies_profit_ratio_10S_score,competitor_score
08011,2237,43.2186359138831,1007.9564240790644,2119,65.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Avià,0.01931990876794059,0.45058400718778024,0.9472507822977202,0.03076923076923077,0.0,0.015384615384615385,0.4470272686633885,99.0,2.9707142430733366,19.395508309158945,7.614683066253951,64.7264915841799,5.983898955144962,82.18919387751968,0.12416576129132392,26.153846153846157,0.0,0.0,0.09367681498829039,10.76923076923077,85.71428571428571
08012,2270,14.88808834729623,737.3758241758239,2068,55.0,5.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,Avinyó,0.006558629227883802,0.3248351648351647,0.9110132158590308,0.09090909090909091,0.07272727272727272,0.09090909090909091,0.4405286343612335,99.0,0.9791752747370103,3.788491955324998,5.4629081706788565,23.62900868586167,5.831974202581232,63.28901841031477,0.31041440322830977,77.27272727272727,0.700832238282961,76.88311688311687,0.468384074941452,63.63636363636365,85.71428571428571
08013,1706,17.041491460649578,591.7342739564962,1559,64.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,Avinyonet del Penedès,0.009989150914800456,0.34685479129923574,0.9138335287221571,0.015625,0.03125,0.03125,1.1723329425556857,98.0,1.13055202468158,7.9840123106178345,4.304703067923315,30.825506125551154,4.315705593660865,64.75998937288443,0.06208288064566196,13.28125,0.3504161191414805,33.035714285714285,0.18735362997658078,21.875,71.42857142857143
08014,2552,41.36909403896399,896.8690095846633,2428,60.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,Aiguafreda,0.016210460046615985,0.3514376996805107,0.95141065830721,0.05,0.03333333333333333,0.03333333333333333,0.7836990595611285,98.0,2.8406978814476447,15.592659473131864,6.7312675153649515,32.32330121694341,6.90438422067815,84.35883147264342,0.18624864193698587,42.50000000000001,0.3504161191414805,35.238095238095234,0.18735362997658078,23.333333333333332,71.42857142857143
08015,223506,4849.442183893954,55919.20501713415,190988,120840.0,8838.0,2218.0,4316.0,6.0,1.0,12.0,7.0,5.0,31.0,Badalona,0.021697145418440464,0.25019106877280317,0.8545094986264351,0.07313803376365442,0.018354849387619995,0.035716650115855675,0.13869873739407443,69.0,100.0,22.302863419187346,100.0,0.0,100.0,33.818767640240864,100.0,62.167328699106264,100.0,19.40369792405542,100.0,25.001655081098974,0.0
08016,2167,22.210480778829933,710.5084190832555,2069,18.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,Bagà,0.010249414295722166,0.3278765201122545,0.9547761882787263,0.0,0.05555555555555555,0.05555555555555555,0.9229349330872173,98.0,1.493913997473502,8.302313843751646,5.2492468519882,24.622990373083994,5.834953119298167,86.1141675300306,0.0,0.0,0.17520805957074026,58.73015873015872,0.09367681498829039,38.88888888888889,71.42857142857143
08017,3948,65.72664763628364,1444.3338667110568,3528,324.0,10.0,18.0,26.0,1.0,0.0,1.0,0.0,0.0,2.0,Balenyà,0.016648087040598693,0.36583937859955845,0.8936170212765957,0.030864197530864196,0.05555555555555555,0.08024691358024691,0.5065856129685917,98.0,4.5529491906886435,16.127876308601085,11.08494673773137,37.030086122548745,10.181192609307626,54.215806205903974,0.6208288064566195,26.234567901234566,3.1537450722733245,58.73015873015872,2.4355971896955504,56.17283950617284,71.42857142857143
08018,3249,38.30509716316353,983.5270336024513,3016,174.0,21.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,Balsareny,0.011789811376781634,0.30271684629192097,0.9282856263465682,0.1206896551724138,0.08620689655172414,0.08620689655172414,0.3077870113881194,99.0,2.6253095567894165,10.186216030834856,7.420409902691688,16.400256507598716,8.655987250236452,72.29766940536358,1.3037404935589012,100.0,2.628120893561104,91.13300492610837,1.405152224824356,60.344827586206904,85.71428571428571
08019,1636193,167067.68164060908,499960.8216086575,1311130,2186532.0,157950.0,40157.0,79493.0,67.0,15.0,142.0,72.0,74.0,370.0,Barcelona,0.10210756410802949,0.3055634766856095,0.8013296719885735,0.07223768049129856,0.018365612760298043,0.036355745079422574,0.22613469193426447,-270.0,100.0,100.0,100.0,17.330597827118737,100.0,6.082135367439862,100.0,61.40202841760377,100.0,19.415076346600788,100.0,25.449021555595802,0.0
08020,7450,503.6911292012827,3221.611989895998,6938,588.0,36.0,3.0,15.0,0.0,0.0,1.0,1.0,0.0,2.0,Begues,0.06760954754379633,0.4324311395833554,0.9312751677852349,0.061224489795918366,0.00510204081632653,0.025510204081632654,0.2684563758389262,98.0,35.34032912868233,78.45362859637905,25.218637214032125,58.7937358468642,20.339298614058997,73.85690373896261,2.2349837032438304,52.04081632653062,0.5256241787122208,5.393586005830904,1.405152224824356,17.857142857142858,71.42857142857143
08021,74,0.857142857142857,50.875,73,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bellprat,0.01158301158301158,0.6875,0.9864864864864865,0.0,0.25,0.25,0.0,100.0,0.0,9.933300345287202,0.003554322762953763,100.0,0.0,100.0,0.0,0.0,0.17520805957074026,100.0,0.09367681498829039,100.0,100.0
